3860.0;5394.0;4726.6
3704.0;5405.0;4689.85
3841.0;4729.0;4134.86
3841.0;4729.0;4144.245
3841.0;4729.0;4144.446666666667
3841.0;4729.0;4134.4875
3841.0;4729.0;4125.252
3841.0;4729.0;4125.866666666667
3841.0;4729.0;4129.532857142857
3841.0;4729.0;4126.46
3841.0;4729.0;4130.261111111111
3841.0;4729.0;4131.58
3841.0;4729.0;4126.556363636364
3841.0;4729.0;4124.554166666667
3841.0;4729.0;4122.216153846154
3841.0;4729.0;4126.71
3841.0;4729.0;4125.948
3841.0;4729.0;4126.259375
3841.0;4729.0;4130.03
3841.0;4729.0;4130.1866666666665
3841.0;4729.0;4129.992631578947
3841.0;4729.0;4130.1025
3841.0;4729.0;4145.79
3841.0;4729.0;4117.57
3841.0;4729.0;4127.47
3841.0;4729.0;4135.145
3841.0;4729.0;4143.524
3841.0;4729.0;4143.04
3841.0;4729.0;4138.6728571428575
3841.0;4729.0;4144.0
3841.0;4729.0;4143.1177777777775
3841.0;4729.0;4140.757
3841.0;4729.0;4137.7754545454545
3841.0;4729.0;4134.6175
3841.0;4729.0;4136.836923076923
3841.0;4729.0;4135.512857142857
3841.0;4729.0;4134.58
3841.0;4729.0;4134.541875
3841.0;4729.0;4135.306470588235
3841.0;4729.0;4136.488333333334
3841.0;4729.0;4134.943684210526
3841.0;4729.0;4137.1375