1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN
1.7976931348623157E308;4.9E-324;NaN